anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation,frame
0,23,26.95238095,1,"[30,30,25,33,28,28,30,30,34,35,37,29,27,22,21,20,23,28,24,31,22,31,32,30,30,20,27,28,29,20,20,28,24,23,23,27,30,31,21,20,25,26]",42,1,4.52608904,30
0,25,28.26829268,1,"[39,21,35,33,33,30,30,33,32,38,35,30,30,20,24,21,31,27,31,30,23,30,29,25,21,28,25,24,27,23,26,28,22,27,34,28,31,30,21,26,28]",41,2,4.759329734,30
0,23,26.5,1,"[33,22,29,29,30,26,28,24,29,38,27,27,30,22,23,21,28,23,28,28,28,30,31,20,27,30,28,25,23,20,28,22,27,28,27,27,31,20,23,20]",40,3,3.987158875,30
0,23,26.9047619,1,"[31,24,39,30,33,29,26,29,21,29,40,30,27,25,20,20,23,30,23,32,24,29,30,31,27,22,28,20,29,29,22,22,29,21,32,26,30,23,25,21,25,24]",42,4,4.746292642,30
0,25,28.97435897,1,"[35,39,37,33,35,34,29,22,45,34,30,27,20,25,21,30,22,27,25,40,32,27,24,26,24,29,34,25,23,36,23,26,30,27,36,27,20,24,27]",39,5,6.015275203,30
0,26,29.04761905,1,"[33,29,34,34,35,28,35,32,29,25,41,32,27,25,22,28,21,28,26,30,25,23,37,32,25,29,28,25,34,29,26,24,33,27,30,30,27,30,33,24,27,28]",42,6,4.282422274,30
0,23,25.87804878,1,"[33,27,33,31,32,29,30,29,21,26,29,23,25,23,23,21,26,26,22,25,26,30,26,25,22,23,25,28,28,22,23,28,20,28,27,25,31,26,20,24,20]",41,7,3.606903949,30
0,22,26.47619048,1,"[31,27,35,26,33,29,34,30,20,29,41,29,22,33,23,20,21,25,22,31,29,26,30,28,30,20,22,28,25,25,23,24,23,22,27,29,27,27,26,20,20,20]",42,8,4.819867902,30
0,24,27.33333333,1,"[36,26,36,35,28,24,33,30,24,28,38,32,27,30,25,23,20,28,26,26,26,26,32,30,30,23,25,23,29,26,23,24,26,22,30,30,25,30,23,20,27,23]",42,9,4.314844862,30
0,22,24.9047619,1,"[32,24,24,37,25,22,26,29,21,20,34,29,25,26,22,21,22,25,21,31,24,21,32,27,26,20,22,21,26,21,24,23,25,20,26,30,25,28,23,23,23,20]",42,10,4.08930505,30
0,23,26.4047619,1,"[31,25,36,31,33,25,32,31,26,23,34,28,22,25,21,26,23,25,25,28,23,23,29,30,25,20,21,26,31,28,23,23,31,21,31,30,25,29,22,21,26,21]",42,11,4.155862881,30
0,22,24.95238095,1,"[29,27,29,32,33,23,28,30,26,20,36,24,25,23,20,21,23,27,23,25,22,24,26,28,30,20,22,23,23,24,23,22,25,22,27,30,20,26,26,20,21,20]",42,12,3.900921598,30
0,23,26.35714286,1,"[30,31,30,33,34,24,30,28,29,26,36,28,27,32,22,23,21,27,23,28,25,24,28,30,30,20,30,21,26,26,23,23,28,22,28,26,22,27,23,20,23,20]",42,13,4.041380038,30
0,23,26.73809524,1,"[39,28,30,37,37,26,37,29,28,23,37,29,27,31,22,23,22,26,23,26,24,21,27,30,30,20,23,21,25,28,24,22,25,22,25,30,25,28,25,21,26,21]",42,14,4.948808794,30
0,23,27.24390244,1,"[40,31,35,33,33,35,30,21,26,36,34,23,26,20,22,23,26,25,31,27,23,34,31,25,21,21,26,26,31,23,26,28,25,25,26,23,31,30,20,25,20]",41,15,5.078289514,30
0,23,26.80952381,1,"[35,21,32,34,35,26,31,31,25,21,34,29,27,25,23,26,20,27,27,26,26,24,29,25,30,20,23,22,26,28,23,25,28,22,31,37,27,29,30,20,25,21]",42,16,4.46251649,30
0,23,26.69047619,1,"[33,26,36,34,30,32,32,31,26,20,33,32,27,30,22,21,20,27,23,32,21,25,26,29,23,20,22,26,25,25,25,24,28,26,32,36,23,26,25,20,27,20]",42,17,4.666894801,30
0,21,25.26829268,0,"[30,21,31,31,25,29,32,28,24,24,33,27,31,21,21,21,27,24,27,25,22,28,30,26,20,21,20,28,22,23,21,25,23,28,26,25,30,20,20,26,20]",41,18,3.905280977,30
0,22,25.02439024,1,"[24,24,26,35,30,31,26,28,22,20,36,28,27,30,20,22,21,25,28,23,21,28,26,30,22,20,21,20,28,23,22,24,23,21,23,29,28,28,22,20,21]",41,19,4.14419959,30
0,22,25.66666667,1,"[30,25,31,33,37,26,34,20,20,21,33,34,27,28,20,20,22,25,26,29,24,25,31,29,25,20,22,22,25,23,23,26,23,22,26,29,21,27,26,23,25,20]",42,20,4.464858268,30
0,23,26.21428571,1,"[33,25,37,33,28,31,31,26,20,27,33,30,25,32,23,20,20,27,27,25,26,23,26,26,27,20,23,22,20,26,24,24,22,25,28,36,21,30,28,21,30,20]",42,21,4.561427431,30
0,23,26.23809524,1,"[35,24,31,31,34,34,32,31,26,24,36,33,30,25,22,23,25,27,24,22,26,20,25,30,27,21,21,21,26,24,23,25,24,22,23,29,28,28,25,20,25,20]",42,22,4.421728631,30
0,23,27.0952381,1,"[35,28,32,35,38,26,33,38,30,24,26,32,30,25,21,21,23,26,24,25,28,29,23,31,24,23,21,22,29,26,24,25,27,23,25,31,23,34,23,28,27,20]",42,23,4.684221172,24
0,22,25.87804878,1,"[31,32,33,33,24,29,29,22,21,36,30,30,21,22,25,23,27,28,29,28,20,25,27,25,22,20,22,26,24,23,25,26,21,28,31,25,27,25,20,26,20]",41,24,4.099970256,24
0,26,29.26190476,1,"[35,24,37,35,30,33,35,35,27,22,39,32,30,32,23,26,25,27,32,31,30,28,30,30,32,23,23,26,33,31,24,27,26,28,35,33,25,33,31,22,27,22]",42,25,4.526666376,24
0,27,29.05,1,"[30,30,26,36,29,35,29,31,28,33,36,35,28,23,26,28,28,32,32,27,34,31,29,34,28,26,22,28,30,23,29,30,25,30,27,33,34,23,24,20]",40,26,4.01248053,24
0,23,27.47619048,1,"[37,25,36,35,37,24,35,33,29,25,42,33,27,28,22,29,22,26,29,23,27,25,28,31,27,20,25,23,25,26,23,23,27,23,27,34,23,29,26,21,24,20]",42,27,5.180818728,24
0,23,25.61904762,1,"[31,26,28,28,25,25,37,33,21,26,32,31,26,26,20,21,22,26,28,27,21,21,23,35,24,20,20,24,25,26,23,25,30,23,27,28,25,27,25,23,22,20]",42,28,4.108007534,24
0,22,24.69047619,1,"[33,25,31,33,24,26,31,28,22,24,32,28,22,28,21,23,21,25,26,32,27,23,23,25,23,20,21,20,25,22,23,23,22,22,25,26,25,26,20,20,21,20]",42,29,3.790154738,24
0,23,26.28571429,1,"[26,21,33,34,37,35,28,33,28,25,38,30,30,25,23,23,22,24,25,27,29,24,26,24,25,23,25,20,25,23,23,24,27,23,27,25,27,28,27,21,21,20]",42,30,4.424354517,24
0,25,28.48780488,0,"[33,23,36,35,33,33,35,33,24,22,37,31,27,22,21,28,27,31,26,30,30,32,31,25,23,25,25,30,26,24,25,28,33,32,38,25,32,34,22,21,20]",41,31,4.970522866,24
0,23,26.52380952,1,"[30,26,31,31,34,30,35,31,24,31,34,30,25,22,23,23,25,23,26,28,32,23,25,27,30,22,22,25,26,26,24,24,23,22,28,28,27,29,26,20,23,20]",42,32,3.908952172,30
0,25,27.07142857,1,"[31,25,33,28,34,28,34,35,26,28,32,30,30,26,21,26,26,25,27,24,31,27,25,32,27,25,21,21,31,27,24,25,26,25,25,37,25,28,23,20,23,20]",42,33,4.163680695,30
0,23,27.17073171,1,"[35,26,36,32,37,29,31,31,22,28,39,29,25,22,23,23,26,30,26,31,25,32,28,25,23,26,30,23,26,23,23,23,23,29,30,25,31,23,20,23,22]",41,34,4.603816021,30
0,23,26.5952381,1,"[33,22,35,31,30,29,35,28,24,23,40,30,25,24,21,29,23,26,28,31,23,26,27,29,34,20,20,20,29,23,23,24,22,25,26,32,27,29,28,20,23,20]",42,35,4.783403849,24
0,23,26.57142857,1,"[33,25,33,38,37,31,33,31,21,24,42,31,23,25,22,22,25,25,28,24,27,23,27,28,24,21,21,23,29,21,23,23,31,25,30,26,27,24,23,20,26,21]",42,36,5.080536063,24
0,23,26.69047619,1,"[29,29,31,37,34,26,34,30,29,20,38,30,23,27,22,21,23,26,23,29,31,28,32,25,25,20,22,21,28,24,23,25,25,22,31,33,26,25,22,20,26,26]",42,37,4.624896019,24
0,25,28.54761905,1,"[35,25,31,36,33,33,33,30,26,28,40,31,27,23,23,23,25,26,28,34,31,28,28,35,33,26,23,21,31,22,23,25,31,25,31,37,27,31,30,21,29,21]",42,38,4.789227653,30
0,25,28,1,"[34,29,33,36,25,33,34,30,29,24,38,30,25,33,23,21,23,27,31,31,26,27,30,30,25,29,21,28,26,24,25,29,25,28,29,30,32,29,23,23,20]",41,39,4.242640687,30
0,26,27.75609756,1,"[30,22,29,31,30,34,29,33,26,27,37,31,30,25,26,23,27,27,32,28,27,31,31,30,25,25,20,29,28,24,28,30,29,28,26,30,26,29,22,23,20]",41,40,3.652262914,30
0,25,27.90243902,1,"[40,30,37,34,30,32,31,30,27,38,27,30,26,22,26,23,28,25,26,31,28,28,33,32,26,25,24,28,25,25,24,25,27,28,31,27,27,25,20,23,20]",41,41,4.420434809,24
0,25,27.76190476,1,"[33,25,35,35,31,33,34,30,34,26,36,33,30,26,23,26,26,25,26,29,32,28,27,28,27,25,24,21,24,28,24,27,24,23,30,32,25,31,25,20,24,21]",42,42,4.218481543,24
0,24,26.71428571,1,"[30,24,33,33,34,29,31,28,25,29,39,29,27,28,23,23,24,26,31,31,26,21,28,29,27,20,23,21,24,24,23,24,27,25,25,33,27,28,26,20,24,20]",42,43,4.209662024,24
