anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation,frame
0,23,28.67741935,1,"[30, 25, 36, 20, 32, 26, 33, 25, 20, 23, 22, 29, 29, 35, 24, 32, 27, 35, 33, 33, 30, 35, 31, 22, 25, 37, 36, 20, 30, 28, 26]",31,1,5.205043047,30
0,25,30.4375,1,"[33, 34, 20, 35, 35, 34, 32, 26, 37, 26, 28, 36, 28, 25, 38, 26, 37, 34, 25, 34, 21, 27, 32, 34, 27, 24, 24, 30, 34, 32, 37, 29]",32,2,5.034958436,30
0,24,29.1875,0,"[36, 22, 31, 34, 28, 25, 23, 28, 24, 26, 33, 20, 33, 35, 33, 28, 26, 27, 21, 31, 36, 30, 30, 31, 27, 36, 29, 32, 23, 35, 25, 36]",32,3,4.802133263,30
0,24,30.53125,1,"[34, 25, 23, 37, 32, 28, 38, 33, 30, 30, 25, 35, 38, 25, 23, 38, 26, 27, 24, 36, 38, 22, 21, 30, 33, 32, 36, 36, 30, 31, 23, 38]",32,4,5.587915388,30
0,25,31.4375,1,"[33, 28, 35, 35, 34, 33, 38, 37, 23, 38, 27, 34, 30, 32, 36, 33, 33, 28, 23, 33, 30, 25, 35, 23, 36, 37, 35, 28, 34, 35, 24, 21]",32,5,4.963983182,30
0,25,29.70967742,1,"[21, 30, 32, 28, 27, 32, 22, 32, 26, 37, 27, 34, 29, 31, 33, 28, 34, 37, 38, 31, 29, 31, 36, 28, 24, 29, 38, 21, 25, 27, 24]",31,6,4.817977089,30
0,23,28.71875,1,"[23, 25, 24, 24, 36, 35, 28, 30, 34, 21, 30, 33, 23, 28, 28, 28, 35, 34, 34, 37, 23, 20, 21, 24, 33, 30, 37, 29, 29, 31, 26, 26]",32,7,5.049652655,30
0,23,28.84375,1,"[31, 34, 28, 28, 33, 30, 31, 30, 31, 30, 36, 21, 22, 30, 29, 26, 36, 36, 29, 26, 35, 35, 23, 23, 34, 27, 22, 20, 27, 27, 29, 24]",32,8,4.656659297,30
0,24,29.3125,1,"[26, 25, 24, 30, 26, 31, 32, 32, 20, 33, 26, 23, 36, 35, 25, 35, 32, 20, 23, 34, 34, 28, 26, 34, 25, 35, 36, 26, 35, 38, 33, 20]",32,9,5.366788551,30
0,23,29.5625,1,"[22, 22, 36, 28, 31, 27, 25, 27, 37, 33, 36, 22, 31, 32, 20, 24, 23, 33, 27, 30, 37, 32, 37, 35, 28, 21, 32, 33, 26, 31, 36, 32]",32,10,5.248271605,30
0,22,29.1875,1,"[36, 24, 34, 21, 20, 36, 32, 30, 22, 28, 24, 34, 23, 33, 31, 29, 36, 20, 33, 26, 20, 32, 31, 35, 33, 29, 20, 36, 30, 28, 37, 31]",32,11,5.561605129,30
0,21,27,1,"[27, 26, 35, 24, 26, 27, 30, 29, 20, 32, 27, 24, 32, 23, 35, 31, 22, 24, 33, 30, 23, 31, 31, 20, 23, 20, 20, 32, 31, 20, 21, 35]",32,12,4.990313197,30
0,23,28.875,1,"[22, 24, 29, 31, 20, 23, 20, 34, 29, 33, 31, 33, 27, 30, 37, 24, 35, 26, 36, 29, 29, 37, 36, 22, 25, 31, 35, 29, 26, 32, 27, 22]",32,13,5.122688306,30
0,22,28.125,1,"[36, 31, 35, 25, 34, 21, 25, 35, 37, 34, 30, 24, 21, 20, 25, 22, 31, 31, 25, 34, 28, 20, 29, 37, 24, 23, 24, 35, 20, 28, 31, 25]",32,14,5.580785007,30
0,25,29.875,1,"[33, 29, 27, 33, 25, 30, 35, 28, 30, 25, 33, 21, 33, 34, 30, 30, 34, 22, 22, 27, 27, 38, 25, 36, 31, 30, 34, 35, 34, 26, 27, 32]",32,15,4.3828846,30
0,23,28.59375,1,"[25, 25, 29, 24, 33, 24, 36, 32, 21, 25, 24, 26, 36, 26, 32, 33, 31, 20, 30, 35, 32, 37, 30, 30, 33, 32, 23, 20, 35, 20, 34, 22]",32,16,5.321043889,30
0,25,31.1875,1,"[38, 35, 33, 28, 28, 28, 38, 37, 30, 37, 38, 32, 28, 26, 29, 34, 33, 29, 24, 32, 25, 21, 38, 25, 31, 35, 34, 35, 33, 22, 24, 38]",32,17,5.133303659,30
0,24,30.125,1,"[37, 27, 37, 21, 23, 22, 26, 30, 30, 36, 34, 24, 36, 33, 38, 30, 28, 29, 33, 30, 34, 34, 31, 25, 35, 38, 27, 28, 26, 23, 35, 24]",32,18,5.122688306,30
0,22,28.96875,1,"[20, 33, 36, 36, 21, 31, 28, 29, 32, 33, 23, 25, 36, 29, 27, 35, 29, 29, 20, 22, 37, 33, 34, 26, 21, 24, 35, 29, 20, 35, 25, 34]",32,19,5.556074125,30
0,23,29.16666667,1,"[20, 32, 21, 32, 21, 22, 29, 33, 20, 31, 24, 32, 33, 35, 34, 37, 36, 25, 25, 33, 34, 31, 26, 37, 30, 24, 23, 32, 33, 30]",30,20,5.37608583,30
0,25,29.875,1,"[24, 31, 26, 31, 26, 35, 28, 38, 38, 38, 28, 28, 29, 38, 31, 27, 32, 27, 31, 35, 23, 28, 27, 38, 23, 26, 35, 23, 28, 38, 22, 24]",32,21,5.222470062,30
0,23,28.875,1,"[27, 25, 22, 34, 33, 32, 22, 30, 28, 28, 31, 33, 23, 36, 34, 25, 26, 30, 28, 29, 37, 24, 35, 25, 20, 29, 22, 36, 20, 29, 34, 37]",32,22,5.135267057,30
0,25,29.84375,1,"[26, 31, 23, 33, 29, 33, 28, 30, 32, 25, 29, 25, 33, 30, 35, 36, 35, 28, 35, 37, 29, 35, 32, 22, 32, 20, 35, 27, 29, 32, 21, 28]",32,23,4.537367256,24
0,23,29.15625,1,"[23, 34, 22, 31, 24, 25, 35, 36, 29, 37, 37, 36, 35, 25, 26, 34, 23, 32, 28, 21, 25, 21, 25, 36, 25, 31, 24, 30, 36, 20, 35, 32]",32,24,5.617423213,24
0,24,30.28125,1,"[33, 30, 36, 21, 24, 38, 31, 25, 25, 24, 38, 21, 30, 29, 38, 35, 32, 35, 36, 29, 20, 33, 34, 29, 26, 22, 28, 33, 36, 27, 38, 33]",32,25,5.531343971,24
0,26,30.71875,1,"[37, 28, 22, 32, 28, 36, 28, 36, 30, 27, 27, 22, 33, 21, 36, 34, 32, 39, 32, 28, 30, 38, 38, 26, 33, 35, 28, 35, 35, 21, 35, 21]",32,26,5.449086192,24
0,23,29,1,"[25, 31, 22, 21, 34, 37, 31, 23, 30, 23, 25, 28, 35, 37, 32, 29, 31, 32, 35, 20, 25, 34, 32, 25, 26, 34, 24, 35, 37, 24, 21, 30]",32,27,5.297595316,24
0,22,28.65625,1,"[24, 32, 25, 35, 25, 34, 35, 22, 24, 23, 33, 29, 35, 24, 35, 22, 27, 26, 37, 20, 32, 36, 36, 34, 35, 31, 30, 29, 22, 24, 20, 21]",32,28,5.626030372,24
0,23,27.83870968,1,"[25, 30, 30, 24, 23, 29, 22, 31, 27, 22, 25, 33, 32, 26, 27, 24, 30, 26, 20, 34, 36, 36, 23, 25, 32, 22, 36, 31, 28, 29, 25]",31,29,4.532083952,24
0,24,28.96875,1,"[27, 35, 31, 34, 23, 34, 35, 32, 34, 35, 26, 28, 27, 27, 22, 26, 26, 21, 24, 34, 28, 29, 26, 21, 28, 31, 27, 35, 24, 30, 36, 31]",32,30,4.518666482,24
0,25,29.8125,1,"[32, 27, 34, 24, 27, 32, 33, 25, 37, 31, 36, 32, 25, 26, 26, 32, 22, 31, 32, 34, 29, 36, 29, 21, 26, 34, 34, 33, 34, 28, 20, 32]",32,31,4.568034094,24
0,25,30.6875,1,"[21, 31, 33, 30, 30, 32, 37, 22, 38, 37, 28, 30, 34, 25, 24, 35, 30, 33, 31, 38, 27, 37, 35, 37, 35, 27, 20, 33, 21, 31, 34, 26]",32,32,5.312416982,30
0,24,30.8125,1,"[34, 32, 27, 34, 34, 36, 21, 23, 32, 38, 20, 28, 33, 24, 34, 27, 32, 29, 21, 38, 36, 37, 31, 33, 37, 34, 27, 35, 23, 35, 27, 34]",32,33,5.360774499,30
0,23,28.59375,1,"[36, 35, 31, 24, 20, 36, 27, 34, 30, 30, 27, 31, 37, 30, 28, 23, 27, 26, 36, 22, 32, 29, 35, 28, 25, 26, 27, 23, 22, 32, 24, 22]",32,34,4.865012515,30
0,25,28.64516129,1,"[38, 29, 32, 32, 32, 21, 26, 29, 29, 26, 22, 27, 20, 30, 29, 27, 35, 34, 22, 38, 26, 28, 32, 28, 29, 27, 25, 33, 34, 20, 28]",31,35,4.757789312,24
